Jacinda Loh,,,,,,JacindaLoh.jpg,,,"Jacinda Loh is the Director of Regional Leveraged Finance at Maybank, the 4th largest bank by assets in Southeast Asia and Singapore. She currently focuses on acquisition and structured financing in the ASEAN regional markets and was part of the first batch of Maybank Group's inaugural management associate programme in 2007. With multiple cross-divisional assignments across the banking group throughout the years, in client coverage/relationship management and debt capital markets/fixed income, Jacinda has been involved in a variety of corporate debt scenarios. She has been involved in advising large ASEAN corporates in take-private situations to pitching for ASEAN governments' inaugural Sukuk issuances. In between her Maybank stints, Jacinda spent a few years at Nomura, Japan's largest brokerage and a Malaysian property company in sell side equity research and corporate investor relations functions. She holds a Bachelor of Business and Commerce (Finance and Economics) from Monash University, and was a Sunway College A Levels scholarship recipient. ",,,Director of Regional Leveraged Finance,Maybank,Monash University,Finance and Economics
Jarvis Go,,,,,,JarvisGo.jpg,,,"Jarvis Go is a trainee solicitor at the international law firm Allen & Overy LLP, and is currently based in the Singapore office. He takes an interest in corporate merger and acquisition, private equity and tech solutions for the legal sector. He has secured internships in both Singapore law firms and international law firms. Jarvis graduated from the Trinity College of University of Cambridge with a first-class Bachelor of Arts in Law (equivalent to a Bachelor of Laws, LLB) in 2019. He has also completed the Legal Practitioner's Course for qualification as a UK solicitor in early 2020. Finally, he has a passion for mentorship and pro-bono opportunities, of which jumping on board the Advisory Mentorship Programme is one of many examples.",,,Trainee Solicitor,Allen & Overy LLP,University of Cambridge,Law
Jasmine Goh,,,,,,JasmineGoh.jpg,,,"Jasmine Goh is a Partnerships Director at Viddsee, where she is responsible for growing commercial opportunities through content partnerships – with a focus on original intellectual properties (IP), and is involved in licensing and engagements with media stakeholders. With over 10 years of experience in the media sector, Jasmine’s area of expertise spans the fields of media and IP licensing, marketing and all-media broadcast. Prior to her current role, Jasmine began her career with MP & Silva, where she carried out marketing and distribution of sports media rights for major sporting events such as EURO 2016, Asian Games, Serie A and Ligue 1. She is also a strong believer in the potential of the talent pool in Asia and is keen on sharing advice with anyone who is interested to start a career in the media space. As someone who has personally benefitted from the guidance of mentors, Jasmine hopes to pay it forward and offer guidance to others as well.",,,Partnerships Director,Viddsee,Monash University,"Communication, International Studies"
Jillian Chan,,,,,,JillianChan.jpg,,,"Jillian Chan is currently a Deputy Manager with the Civil Aviation Authority of Singapore (CAAS), the national aviation authority and statutory board under the Ministry of Transport. Her work at CAAS' Air Transport Division involves data analysis of passenger and cargo flows through Changi Airport in comparison to other airports in the the region and around the world. In consultation with stakeholders in the aviation sector, her team formulates and refines policies to ensure that Changi reminds competitive as an air hub of choice. She graduated from the London School of Economics with a Bachelor of Science (BSc) in Economics in 2017, and later from the University of California, Berkeley with a Master of Engineering (MEng) in Industrial Engineering and Operations Research in 2018. ",,,Deputy Manager,Civil Aviation Authority of Singapore,"University of California, Berkeley",Industrial Engineering and Operations Research
Johnathan Ong,,,,,,JohnathanOng.jpg,,,"Johnathan Ong is an Associate with global leadership advisory firm, Spencer Stuart. His current role involves helping organizations, teams and individuals understand critical leadership issues to drive better outcomes. Earlier in his career he was a Research Psychologist with the Ministry of Education and was mainly involved in the use of psychological assessments for the selection of scholars. Johnathan would like to leverage his experience and knowledge to help youths in their job selection and interview processes, including areas such as leadership development, career advice and practical tips.",,,Associate,Spencer Stuart,Nanyang Technological University,Psychology
Jonathan Tan,,,,,,JonathanTan.jpg,,,"Jonathan Tan is a Senior Associate of Public Affairs at Temasek International, a global investment company headquartered in Singapore, where he manages the company’s digital footprint and content strategy to drive business goals across the agribusiness, healthcare, technology, sustainability and stewardship sectors. Jonathan began as an intern with Temasek International in 2015, before joining as an Associate upon his graduation from the National University of Singapore with a Bachelors in Communications and New Media. Passionate about current affairs and sharing impactful stories, Jonathan honed his craft as a freelance writer and filmmaker, which led him to clinch the “Best Student Documentary” award for his film at a national short film competition in 2015. Jonathan also occasionally conducts guest lectures at his alma mater to share his advice and experiences with his fellow juniors.",,,Senior Associate (Public Affairs),Temasek International,National University of Singapore,Communications and New Media
Judy Goh,,,,,,JudyGoh.jpg,,,"Judy Goh is currently the Second Secretary at the Singapore High Commission in New Delhi, where she covers political issues in India and works to advance the bilateral relationship between the two countries. Prior to her overseas posting, she was part of the inter-ministry team representing Singapore to negotiate at the UN Framework Convention on Climate Change Conference of the Parties and the task force for Singapore's first Voluntary National Review of the UN Sustainable Development Goals. Judy holds a Master of Public Administration (Environmental Science and Policy) from Columbia University, as well as a Bachelor of Environmental Studies (Environmental Geography) from the National University of Singapore. She is also passionate about harnessing technology for social good and evidence-based policy making.",,,Second Secretary at the Singapore High Commission (New Delhi),Ministry of Foreign Affairs,Columbia University,Environmental Science and Policy
Junyan Lee,,,,,,JunyanLee.jpg,,,"Junyan Lee is a Product Manager at Tigerhall – a knowledge-sharing platform and start-up – as well as the Founder of Digimau, a digital marketing and consulting company dedicated to helping companies thrive in an increasingly connected digital commerce landscape. He graduated with a Bachelor’s degree in Economics from the National University of Singapore, but had the opportunity to enter the field of Digital Marketing through a part-time internship he did in freshman year. Previously, Junyan had the opportunity to help a US-based start-up expand in Singapore, in which he worked on Operations and Marketing. He also had the experience of heading the e-commerce operations of a retail company. Beyond work, he enjoys volunteering, dancing and baking as my hobbies.",,,Product Manager,Tigerhall,National University of Singapore,Economics
Kevin Poh,,,,,,KevinPoh.jpg,,,"Kevin Poh is a Growth Marketer at Kincentric, where he is involved in charting future growth projections of the company. As a seasoned marketer with a track record of creating and executing strategies for Business-to-Business (B2B) audiences, Kevin is highly adept at converting business strategies into marketing strategies. He possesses a sharp startup mindset and is a goal-driven individual. Kevin’s keen interest in learning about leading trends and innovations in the market have also enabled him to drive business growth for companies more efficiently. In addition, he enjoys volunteering his time and providing mentorship for groups of young professionals.",,,Growth Marketer,Kincentric,Curtin University,Multimedia
Koo Ping Shung,,,,,,PingShungKoo.jpg,,,"Koo Ping Shung is the Co-founder/Practicum Director at Data Science Rex that helps companies build up in-house data science capabilities in strategic areas. He has more than 15 years of relevant experience in Data Science and Artificial Intelligence (AI). His knowledge and experience on how data can be used spans a wide variety of industries and throughout the data value chain, from data collection, data management and data governance to implementation. Ping Shung is also an instructor in various institutions such as National University of Singapore (NUS), Singapore Management University and SAS Institute Singapore – a strong vote of confidence in his knowledge and experience of the field. He has mentored and helped many in their data science careers. His strong passion also translated to his co-founding of DataScience SG, one of the largest interest groups in the region. Aside from his training and consulting portfolio, Ping Shung is an Industry Innovation Mentor of AI Singapore in which he assists in the certification of AI professionals, as well as a start-up mentor. He graduated with a Bachelor of Science in Economics, minor in Finance from NUS, and holds a Master of Business Administration (MBA) from the University of Adelaide.",,,Co-founder/Practicum Director,Data Science Rex,University of Adelaide,Business Administration
Li Kah Yan,,,,,,KahYanLi.jpg,,,"Li Kah Yan is a Consultant at AIMS International and a business owner. As a veteran in the Human Resource (HR) sector with a career path spanning 12 years, Kah Yan has built an extensive and diverse industry portfolio ranging from experiences in the SME and startup scene, to the fashion, logistics, transportation and non-profit industry. Through engagements in the public, private and social service sector, Kah Yan has become highly proficient in the area of project management and has acquired key entrepreneurial skills. Currently, Kah Yan’s area of focus lies in business development, career coaching, headhunting and the development and implementation of tailored HR programs and solutions for companies. She is passionate about talent development in organisations and empowering companies to review and implement HR solutions that enables the building of positive relationships between individuals and departments. With a personal belief to ‘Change Lives, Inspire People and Give back to the Community’, Kah Yan is keen to offer her help and guidance to others.",,,Consultant,AIMS International,"Baruch College, City University of New York",Industrial Organisational Psychology and Management of Human Resources
Liling Tan,,,,,,LilingTan.jpg,,,"Liling Tan is a research scientist working on machine translation, language learning technologies and Asian language NLP at Rakuten Institute of Technology. He has been actively involved in corpora creation/maintenance, Asian NLP, NLP Open Source Software and machine translation. Prior to his current endeavours, Liling has also had stints as a research assistant at the Singapore University of Technology and Design as well as the Nanyang Technological University, mainly focussing on computational linguistics. He strongly advocates democratization of language technology and is actively involved in knowledge sharing at regional meetups and conferences and educational institutes. Liling holds a Master of Arts (Computational Linguistics), as well as a Bachelor of Arts (Linguistics and Multilingual Studies) from Nanyang Technological University.",,,Research Scientist,Rakuten Institute of Technology,Nanyang Technological University,Computational Linguistics
Liyana Fauzi,,,,,,LiyanaFauzi.jpg,,,"Liyana Fauzi is currently pursuing her Master of Business Administration at the Stern School of Business, New York University, as part of the tech-focused program. She is specialising in strategy, technology product management and operations management. Liyana has worked on projects with companies like Verizon, Shutterstock and a drone start-up, Target Arm, where she conducted user-research, and developed adoption and product-based strategies. Prior to her current endeavours, she was a Senior Manager with the Government Technology Agency. In her most recent role, Liyana developed Singapore's Digital Government Blueprint - a national masterplan that outlines the product strategy for digital products that impact people living and working in Singapore. She also launched Singapore's first Open Data portal, data.gov.sg, and carried out community and business engagement efforts to drive adoption for the portal. Liyana holds a Bachelor of Business (Information Technology) from the Nanyang Technological University.",,,Tech MBA Candidate,NIL,New York University,Business Administration
Loh Wei,,,,,,LohWei.jpg,,,"Loh Wei serves as the Director of Finance at The Majurity Trust, where he takes the lead on financial accounting and ensuring compliance with various regulatory bodies. He is an experienced investor with a demonstrated history of working in the finance industry, in firms such as PricewaterhouseCoopers. Loh Wei is skilled in tax planning for individuals and SMEs, corporate secretarial matters, and financial accounting, and enjoys educating individual small investors to find their way to sound investment choices. A mindfulness practitioner who tries his best to incorporate calmness and insight into everyday life, Loh Wei graduated with a Bachelor’s Degree in Accounting and Finance from Singapore Management University and Master of Buddhist Studies from The University of Hong Kong.",,,Director of Finance,The Majurity Trust,Singapore Management University,Accounting and Finance
Luke Ong,,,,,,LukeOng.jpg,,,"Luke Ong is an Investment Analyst at Arbor Ventures, a global FinTech-focused venture capital firm investing in Seed to Series B startups. In his role, he participates in global investments across Southeast Asia, China, United States, and Israel. Prior to Arbor, Luke was an Associate at Shopee on their Cross-Border (China-Singapore) team, where he developed an understanding of Southeast Asian e-commerce from leading the strategic direction and running the day-to-day operations to help grow his team’s portfolios. He had his investing start at Aberdeen Standard Investments on their Asia Equities desk covering the Technology and Financial sectors, among others. Luke graduated from Yale-NUS College with a Bachelor of Arts (Hons) in Economics. In his spare time, he enjoys playing touch rugby, foosball, poker, and barbecuing for friends.",,,Investment Analyst ,Arbor Ventures,Yale-NUS College,Economics
Marcus Daniel Lim,,,,,,MarcusDanielLim.jpg,,,"Marcus Daniel Lim is the Director of Global Planning & Inventory Management at Williams-Sonoma, Inc, an American publicly traded consumer retail company that sells kitchen-wares and home furnishings. He is responsible for Demand Planning and Inventory Management for the Pottery Barn brand across global markets, as well as leading Demand Planning and Order Management/Supply teams for company-owned stores and websites, among other responsibilities in his field. With more than 20 years of experience with various Global MNCs in the retail and consumer goods industries, Marcus has a proven track record in people development and team management. He is also a trained leadership and career coach, mentor and trainer who is passionate about helping people to maximise their potential in life. Marcus holds a Bachelor of Business Administration (Business Management) from the University of South Australia.",,,Director of Global Planning & Inventory Management,Williams-Sonoma ,University of South Australia,Business Management
Marcus Loh,,,,,,MarcusLoh.jpg,,,"Marcus Loh is the Senior Director of WE Communications in the Asia Pacific, one of the world’s largest independent communications and integrated marketing agencies. He harnesses the power of communications to move audiences to positive action on behalf of his clients. Prior to joining WE, Marcus has enjoyed a career in strategic communication for MNCs, SMEs, and a United Nations program for Singapore. He was the director for Asia Pacific communication at Tableau Software (NYSE: DATA), and also part of the leadership team that oversaw the acquisition of a pan-Asian education group by the Intermediate Capital Group UK. In 2019, Marcus was elected president of the Institute of Public Relations of Singapore and made a fellow of the National Volunteer and Philanthropy Centre. In 2017, he was named a “Singapore Business Review Notable Chief Marketing Officer under 40” and featured in the ""LinkedIn Power Profile for Marketing Professionals”. Marcus has also been featured on The Diplomat, Channel News Asia, The Straits Times, The Business Times, etc. He holds a Master of Science in Marketing from Michael Smurfit Graduate Business School, University of Ireland, Galway and was further awarded a scholarship for his second Master’s degree.",,,Senior Director (Asia Pacific),WE Communications,Singapore Management University and Università della Svizzera italiana,Communication Management
Marcus Wong,,,,,,MarcusWong.jpg,,,"Marcus Wong is a Development Partner at Enterprise Singapore, serving in the Startup Development Division, which seeks to grow the Singapore startup ecosystem. He is also part of the Action Community for Entrepreneurship (ACE) to grow the youth entrepreneurship scene in Singapore. Finally, Marcus is a Startup Scout with Amazon Web Services to support early-stage tech startups. Prior to his current endeavours, he was in the Civil Aviation Authority of Singapore, looking at industry development for the aviation sector and the drone industry. Marcus has also had a stint as General Manager at Alpha to Omega Pte Ltd, an education startup, as employee number one. In addition, while in university, he co-founded The Basement Cafe with four friends. Marcus holds a Bachelor of Science (Economics) from the Singapore Management University, where he is also currently pursuing his Master of Science (Economics). In addition, he holds a Master of Business Administration from the Quantic School of Business & Technology. Outside of work, Marcus serves as a mentor to youth. He is interested in the intersection of technology, economics, entrepreneurship, and social impact. In his free time, Marcus enjoys instrumental music and is inspired by good food, reading, travel, and people.",,,Development Partner,Enterprise Singapore,Singapore Management University,Economics
Mark Chew,,,,,,MarkChew.jpg,,,"Mark Chew is currently the Managing Director and Co-Founder of Reddentes Sports and Redd+E. Previously, Mark was Head of Media Sales (APAC) with MP & Silva where he was involved in distributing major international sports content, launching Starhub's live sports news show - SuperSports 360, and leading key projects such as the broadcast of the Standard Chartered Marathon Singapore and the DBS Regatta. He also led MP & Silva's partnerships with the Football Association of Singapore and Badminton Asia Confederation and was a key member of the team which launged the beIN SPORTS channels in Indonesia. Mark's fervent support for Liverpool FC and the Singapore National Football team has ensured he has found joy in his various roles that span broadcast media and government positions.",,,Managing Director,Reddentes Sports,University of Canberra,Sports Media
Matthew Chng,,,,,,MatthewChng.jpg,,,"Matthew is a Product and Growth Manager at Zenyum, on the Smile Cosmetics team. He looks after the development and launch of new products for the company across the Asia-Pacific. While pursuing his Bachelor’s degree in Accounting and Finance at the London School of Economics and Political Science, he secured various internships at firms such as J.P. Morgan, DBS, and KPMG. He has been deeply involved in student entrepreneurship in the United Kingdom as well as Singapore. He ran Kickstart Global – the UK's largest student entrepreneurship programme, and was an Investor at Creator Fund, investing in the best student start-ups across Europe. Apart from work, Matthew is keenly interested in plant-based meats, coffee, babywear and gemstones.",,,Product and Growth Manager,Zenyum,London School of Economics and Political Science,Accounting and Finance
Meera Parthasarathy,,,,,,MeeraParthasarathy.jpg,,,"Meera Parthasarathy is currently a Sales Program Manager for APAC at Facebook. She has close to ten years of work experiences across various industries. These include non-profit organisations such as the Singapore Indian Chamber of Commerce and Industry (SICCI), a business intelligence startup, the world's largest travel company - TripAdvisor and now in the digital marketing space. Her passion lies in serving the small medium businesses and making a real impact to the businesses that form the backbone of our economies. She holds a Bachelor's degree in Economics from the University of Delhi and a Master's degree in Applied Economics from the National University of Singapore. Meera is also a certified Zumba instructor and currently mentors a few Facebook mentees.",,,"Regional Sales Program Manager, APAC",Facebook,National University of Singapore,Applied Economics
Meghna Ravikumar,,,,,,MeghnaRavikumar.jpg,,,"Meghna Ravikumar is an incoming consultant at Monitor Deloitte, a consulting company which specializes in providing strategy consultation services to the senior management of major organizations and governments. She recently attained a Master of Business Administration from the Indian Institute of Management – Ahmedabad. Prior to her postgraduate studies, Meghna has also had experience in investment banking (global markets team) with Barclays Investment Bank (Singapore) and worked in human capital consulting. She also holds a Bachelor of Science (Statistics, Mathematics and Economics) from St. Xavier’s College. In her free time, Meghna enjoys painting and baking.",,,Consultant,Monitor Deloitte,Indian Institute of Management,Business Administration
Meher Anand,,,,,,MeherAnand.jpg,,,"Meher Anand is an Economist at CDPQ, a Canadian pension fund organisation, where she provides her expertise as a market strategist. Upon completing her graduate studies from Yale University in 2017, Meher relocated from the US to Singapore, where she began her professional career in the sovereign credit risk team at Goldman Sachs. As an expat Indian working overseas in Singapore, despite not being able to benefit from any home country advantage, Meher has managed to hone on invaluable soft skills through seeking various networking opportunities and building lasting relationships with her network. She looks forward to share about her experiences, such as the hits and misses when searching for jobs and she hopes to lend a listening ear to support students and professionals affected by these uncertain times.",,,Economist,CDPQ,Yale University,International and Development Economics
Mei Mei Chan,,,,,,MeiMeiChan.jpg,,,"Mei Mei Chan serves as Deputy Head of Programmes at the Lee Kuan Yew School of Public Policy Executive Education in the National University of Singapore. She is a believer in life-long learning with many years of work experience in a wide spectrum of specialisations, from international programmes and students’ mobility, academic programme management, visual communication to business development in international and local institutions of higher learning. Mei Mei holds a Bachelor of Arts (Mass Communication / Media Studies) from Oklahoma City University and a Master’s in Mass Communication at Nanyang Technological University. ",,,Deputy Head of Programmes ,Lee Kuan Yew School of Public Policy Executive Education,Nanyang Technological University,Mass Communication
Melanie Tan,,,,,,MelanieTan.jpg,,,"Melanie Tan is an Innovation Consultant at Deloitte Southeast Asia, serving as the lead trainer and facilitator for the Innovation team, which is a cross-function unit dedicated to driving innovation as a long-term value creator across Deloitte’s Southeast Asia operations. She is currently working on projects such as digital asset transformation and partnership building in the Southeast Asia innovation ecosystem, among other distinctions in the field. Melanie also has experience in facilitation, organising hackathons/designathons and design thinking. Prior to her role at Deloitte Southeast Asia, she was the Programme Manager of IDEAS Hub at UWCSEA Dover, where she created multidisciplinary programmes for children from the ages of 7-18, focused on technology and design. Melanie graduated with a Bachelor of Social Sciences (Political Science) from the Singapore Management University. In her free time, she enjoys doodling on her iPad and pondering about dystopian futures.",,,Innovation Consultant,Deloitte Southeast Asia,Singapore Management University,Political Science
Michelle Goh,,,,,,MichelleGoh.jpg,,,"Michelle Goh is the Head of Public Policy for Airbnb in the Southeast Asia region. She engages with government, elected officials, associations and other relevant third parties across Southeast Asia in support of a fair and progressive regulatory framework that embraces the potential of home sharing and the sharing economy. She was previously a consultant who led teams advising multinational companies in the Technology and Consumer sectors on government relations, public policy and public affairs strategies across Asia Pacific. She holds a business management degree from the Singapore Management University, with majors in Marketing and Political Science. Michelle is the Vice Chair of the US-ASEAN Business Council’s Travel and Tourism Committee, and the Vice President of the Sharing Economy Association (Singapore).",,,Head of Public Policy (Southeast Asia),Airbnb,Singapore Mamagement University,Business Management
Ming Yong Lee,,,,,,MingYongLee.jpg,,,"Ming Yong Lee serves as the HR Manager (Future of Work) at Singtel. His strong belief in the importance of people and talent to organizations led him to pursue a career in Human Resources, where he was a recipient of the National Human Resources Scholarship awarded by Ministry of Manpower. He possesses broad experiences in the areas of HR Operations, Talent Acquisition, Talent Management, HR Business Partnering, Strategic HR, HR Technology and Project Management. Outside of work, Ming Yong believes in giving back and creating impact. He sits on the NUS Business School Alumni Board and rolls out initiatives to deepen connections and networking between students and alumni. He is also involved in HR communities where he organizes social gatherings to bring professionals together and serves as a mentor to students and young professionals in the Human Resources field. Ming Yong graduated from NUS Business School in 2015 with a Bachelor’s Degree in Management and Marketing.",,,HR Manager (Future of Work),Singtel,National University of Singapore,Management and Marketing
Monique Bakker,,,,,,MoniqueBakker.jpg,,,"Monique Bakker is a Data Scientist in BCG GAMMA, where she has experience in mathematical optimization, discrete-event simulation and machine learning, with a focus on reducing variance for efficiency gain. Monique developed several predictive and prescriptive analytics models for a telco in Singapore. She also built a data model with powerful visualization for the work force management of a large Australian bank. Prior to her work at BCG, Monique optimized vehicle routing for home care services with an expected 3-12% overall cost reduction. In addition, she improved hospital staff rostering and patient appointment scheduling, resulting in 5-15% improvement in service levels and fairer distribution of patient wait times. Monique holds a PhD in Systems Engineering (Health care) from City University of Hong Kong. Her personal interests include running, hiking, swimming, windsurfing, reading and spray-painting.",,,Data Scientist,BCG GAMMA,City University of Hong Kong,Systems Engineering
Nabillah Jalal,,,,,,NabillahJalal.jpg,,,"Pianist and music educator Nabillah Jalal graduated in 2016 with Honours from the Royal College of Music in London. The first Malay Singaporean to study at the Royal College of Music, Nabillah received the prestigious Goh Chok Tong Youth Promise Award (Distinction) in 2011 and is a recipient of the Live It Up Bursary. Her education is also sponsored by the Trailblazer Foundation Ltd and the Bukit Timah Community Centre. In 2018, Nabillah launched NJ Studio, a boutique piano school that focuses on 1-to-1 lessons with a unique narrative-based teaching approach. Every year, NJ Studio aims to sponsor classical music education for selected students under MOE’s Financial Assistance Scheme. As an active advocate for youth, cultural and community programs, Nabillah sits on the steering committee of Community Labs Forum, a Mendaki initiative that funds youth entrepreneurship. She also founded ArtSee, a volunteer-run project that provides free contemporary music education to at-risk young people. ",,,"Pianist, music educator",NJ Studio,Royal College of Music London,Piano Performance
Nadi Chan,,,,,,NadiChan.jpg,,,"Nadi Chan is the Co-Founder and Director of Foreword Coffee. He handles finances, helping to implement systems for better tracking of revenue and expenditure and led Foreword’s e-commerce team from its infancy. Prior to his endeavours in Foreword Coffee, Nadi has had stints as a Research Assistant at the Lee Kuan Yew School of Public Policy and an Account Executive at Instaroid. As a leader in a social enterprise, he is constantly fascinated with how the profit-motive and social goals can be merged to create unique market-driven solutions to social problems. Nadi holds a Bachelor of Social Sciences (Honours) from the National University of Singapore, where he took a Double Major in Economics and Geography. In his free time, he enjoys scuba diving and gardening.",,,Co-Founder,Foreword Coffee,National University of Singapore,Economics and Geography
Nadia Syed,,,,,,NadiaSyed.jpg,,,"Nadia Syed serves as the Shopping Account Manager (Northern and Southern Europe) in Google, where she works extensively with app agencies. She began her career at BMW Singapore before moving to Google Ireland to take up the role as an International Consultant for the German market five years ago, where she consulted large German clients on their digital internationalisation strategies. Nadia graduated from the National University of Singapore with a Bachelor’s in Sociology. ",,,Shopping Account Manager (Northern and Southern Europe) ,Google,National University of Singapore ,Sociology
Ng Li Ya,,,,,,LiYaNg.jpg,,,"Ng Li Ya is the Regional Chief of Staff at Ninja Van, where she helps the firm stay ahead as the leading end-to-end logistics provider in Southeast Asia. Prior to that, she spent 1.5 years with Ninjavan's regional operations team, for which she was largely based in Bangkok. Li Ya was also a consultant at Analysys Mason for four years following her graduation from Singapore Management University. She occasionally deploys her operational chops for ground-up movements such as the Covid-19 Migrant Support Coalition. In her free time, Li Ya enjoys drinking Chinese tea and watching sit-coms. She holds a Bachelor of Science (Economics), with a second major in Finance, from the Singapore Management University.",,,Regional Chief of Staff,Ninja Van,Singapore Management University,Economics and Finance
Ng Siok Xin,,,,,,SiokXinNg.jpg,,,"Ng Siok Xin is an Advertising Account Director at MullenLowe Singapore. With extensive experience in the advertising industry spanning 8 years across multiple product brands and markets, Siok Xin has developed a strong foundation in the Fast-Moving Consumer Goods (FCMG) sector and has developed key skillsets in the fields of stakeholder management, project management and strategic creativity. She has also amassed a wealth of experience working with the various consumer portfolios and ethnographies in the South East Asia region. Relating to her past experiences, Siok Xin feels that the avenues for a tertiary education in the Advertising sector in Singapore has been lacking and information for fresh graduates to know more about the industry remains inaccessible. As someone who experienced initial uncertainties when launching a career into Advertising, she hopes to shed light on the inner workings of the Advertising sector and provide guidance and advice to students.",,,Advertising Account Director,MullenLowe Singapore,National University of Singapore,Theatre Studies and Business Management
Nicholas Chen,,,,,,NicholasChen.jpg,,,Nicholas Chen is currently an Innovations Programs Lead with Cisco System's Innovation Center where her team collaborates with partners and customers to design bespoke solutions for scale by framing problems and conducting rapid prototyping iterations. Her curiousity has led her to live in four different countries and take on challenging roles in various departments and industries. Nicholas' strong belief in the art of constant learning has led her to accumulate over 60 certificates in different fields over the years. ,,,Innovations Programs Lead,Cisco,University of Adelaide,International Business
Nicholas Foo,,,,,,NicholasFoo.jpg,,,"Nicholas Foo is the Head of Business Development at Duffel, a London-based travel tech start-up that raised US$30m in a Series B funding round. He is born and bred Singaporean currently living and working in London. Previously, he was the Head of Business Development at Grab, a US$14 billion tech scale-up, Southeast Asia's largest. He also worked at Singapore Tourism Board for more than six years, serving as the Head of Lifestyle Precincts Development in his last appointment. Nic recalled that when he was studying, no one ever told him that the tech industry he is in today, or the roles he has had, ever existed. He hopes to journey with his mentees to uncover opportunities in their career path that best suit their strengths, and not just the paths they were told that they should take.",,,Head of Business Development,Duffel,University of Warwick,"Philosophy, Politics and Economics"
Nicholas Lim,,,,,,NicholasLim.jpg,,,"Nicholas Lim serves as the Head of Programmes at the Singapore University of Social Sciences (SUSS). He is an advocate for mental wellness, especially for youths. In recent years, he developed a game to help young professionals strategically design their careers, and a programme for gamers who are highly dependent on gaming, to help them achieve greater mastery over their personal well-being and success. He started his career working with at-risk youths, and gradually moved towards consulting with parents, leaders, organizations and the government on engagement with youths before joining academia. He has delivered many keynote speeches at various educational institutions and been on government advisory councils to assist with engaging youth in a more meaningful manner.",,,Head of Progammes,Singapore University of Social Sciences (SUSS),Nanyang Technological University,Applied Psychology
Ong Kah Kuang,,,,,,KahKuangOng.jpg,,,"Ong Kah Kuang is the founding Executive Director of Youth Corps Singapore (YCS), which was established in June 2014 to empower youths to make a difference to the community. From its inception till 2019, YCS has grown from having a single programme with 90 volunteers to hosting a wide variety of programmes that cater to different youths interests and needs, and engage its over 20,000 members. Prior to his appointment at YCS, Kah Kuang served as a professional regular in the Army for 24 years, holding the post of Commander of the Armour Training Institute prior to retiring. His passion is in people development, and Kah Kuang has spent a large part of his career in the domain of training and people development, from the angles of policy to ground implementation.",,,Executive Director,Youth Corps Singapore,Imperial College London,Electrical Engineering
Pranav Sharma,,,,,,PranavSharma.jpg,,,"Pranav Sharma is an Operations Manager (Startup Business Development) with Amazon Web Services (AWS). He works with the Startup Business Development team across Asia Pacific and Japan to ideate, build and scale strategic initiatives, programs and processes to help start-ups grow on AWS. Prior to his internship and full-time role with AWS, Pranav has interned with companies across several sectors including Shopee, OCBC Bank and DXC Technology, with roles in sales, consulting and digital innovation. Considering today’s dynamic world, he believes that transferable skills from multiple domains are critical and this drives him to consistently push himself out of his comfort zone. He holds a Bachelor of Business Management (Marketing and Analytics) from the Singapore Management University (SMU). During his time in university, Pranav was the president of SMU Emerging Markets, a student-led initiative that focuses on producing market and equity research across emerging markets globally, as well as a mentor with The Mentoring Circle, a club that provides peer-to-peer mentorship for its members. In his free time, Pranav enjoys reading non-fiction books, playing videogames, binging TV shows and hunting for the best spots for food and drinks.",,,"Operations Manager (Startup Business Development, APJ)",Amazon Web Services (AWS),Singapore Management University,Marketing and Analytics
Prashant Trivedi,,,,,,PrashantTrivedi.jpg,,,"Prashant Trivedi is the Co-Founder of Botsync, a local robotics start-up with the vision to provide easily deployable and intelligent mobile robotic solutions to enable companies in the Asia Pacific region to improve their labour productivity in warehouses and manufacturing centres. The company is set up during his last year in university along with his friends. He is responsible for business development and sales operations at Botsync. With an engineering background and the passion for entrepreneurship, he finds himself in a well-balanced position to positively impact the society through the use of technology, and work towards continuous advancement and a greater future for all. ",,,Co-Founder,Botsync,Nanyang Technological University,Mechanical Engineering (System Specialisation) with Minor in Entrepreneurship & Business
Rachel Lee,,,,,,RachelLee.jpg,,,"Rachel is a Media Executive at OMD, a global advertising media agency. She has worked with clients from a wide spectrum of industries, including FMCG, telecommunications, travel and F&B. By creating and executing media strategies, she supports the media planning team in delivering clients’ advertising campaigns across the SEA region. She has amassed experience in both the online and offline advertising landscapes, honing her strategic thinking and brand communication skills in the process.

Prior to joining OMD, Rachel interned at large local brands (Great Eastern Life and Pico) in marketing roles. During these internships, she contributed significantly to branding, event planning and content marketing activities. She holds a Bachelor's Degree in Business Management (Marketing) from Singapore Management University and pursued a Services Management specialisation during an international exchange at the University of Victoria in Canada.",,,Media Executive,OMD,Singapore Management University,Business Management
